no,name,class,gender,rarity,pitch,pace,signature,description
841,Cockpit Static,Mech & Pilot,Feminine,5,High,Measure,yes,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. The patience of someone who has waited centuries."
842,Cockpit Static · Resonant Burst,Mech & Pilot,Feminine,3,Deep,Burst,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a deep, resonant chest register, carried on explosive, hard-hitting bursts. Speaks in perfectly even bars, never stressing a single word. A temper banked like coals — not out, never out."
843,Cockpit Static · Resonant Pulse,Mech & Pilot,Feminine,4,Deep,Pulse,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a deep, resonant chest register, carried on a hypnotic, metronome-steady pulse. Spends words like coins — brief and exact. Kindness delivered like a favor you cannot refuse."
844,Cockpit Static · Chrome Measure,Mech & Pilot,Feminine,4,Synth,Measure,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a metallic, faintly synthetic timbre, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Wonder leaks through every other line."
845,Cockpit Static · Chrome Tick,Mech & Pilot,Feminine,3,Synth,Tick,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a metallic, faintly synthetic timbre, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. Something far away listens through the voice."
846,Cockpit Static · Chrome Burst,Mech & Pilot,Feminine,4,Synth,Burst,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a metallic, faintly synthetic timbre, carried on explosive, hard-hitting bursts. Spends words like coins — brief and exact. Underneath the noise, there is warmth that sneaks up on you."
847,Cockpit Static · Chrome Pulse,Mech & Pilot,Feminine,4,Synth,Pulse,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a metallic, faintly synthetic timbre, carried on a hypnotic, metronome-steady pulse. Ends commands on a downward knife-edge. A quiet current of menace runs beneath the polish."
848,Cockpit Static · Silver Measure,Mech & Pilot,Feminine,4,Neutral,Measure,no,"Young woman. A clipped comms pilot whose call-sign is home and whose static is somehow expressive. The voice is a silvery, androgynous register, carried on measured, deliberate beats. Speaks in perfectly even bars, never stressing a single word. Zero malice — just pure, uncomplicated joy."
849,Overdrive Sync,Mech & Pilot,Masculine,5,High,Measure,yes,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. A temper banked like coals — not out, never out."
850,Overdrive Sync · Chrome Tick,Mech & Pilot,Masculine,4,Synth,Tick,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a metallic, faintly synthetic timbre, carried on clipped, efficient bursts. Ends commands on a downward knife-edge. Kindness delivered like a favor you cannot refuse."
851,Overdrive Sync · Chrome Burst,Mech & Pilot,Masculine,4,Synth,Burst,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a metallic, faintly synthetic timbre, carried on explosive, hard-hitting bursts. Speaks in perfectly even bars, never stressing a single word. Wonder leaks through every other line."
852,Overdrive Sync · Chrome Pulse,Mech & Pilot,Masculine,3,Synth,Pulse,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a metallic, faintly synthetic timbre, carried on a hypnotic, metronome-steady pulse. Spends words like coins — brief and exact. Something far away listens through the voice."
853,Overdrive Sync · Silver Measure,Mech & Pilot,Masculine,4,Neutral,Measure,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a silvery, androgynous register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Underneath the noise, there is warmth that sneaks up on you."
854,Overdrive Sync · Silver Tick,Mech & Pilot,Masculine,4,Neutral,Tick,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a silvery, androgynous register, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. A quiet current of menace runs beneath the polish."
855,Overdrive Sync · Silver Burst,Mech & Pilot,Masculine,4,Neutral,Burst,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a silvery, androgynous register, carried on explosive, hard-hitting bursts. Spends words like coins — brief and exact. Zero malice — just pure, uncomplicated joy."
856,Overdrive Sync · Silver Pulse,Mech & Pilot,Masculine,3,Neutral,Pulse,no,"Young man. A hotshot ace who narrates dogfights like a highlight reel already in progress. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Ends commands on a downward knife-edge. Old grief pressed flat beneath the calm."
857,Hangar Echo,Mech & Pilot,Feminine,5,High,Measure,yes,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Kindness delivered like a favor you cannot refuse."
858,Hangar Echo · Silver Measure,Mech & Pilot,Feminine,4,Neutral,Measure,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a silvery, androgynous register, carried on measured, deliberate beats. Spends words like coins — brief and exact. Wonder leaks through every other line."
859,Hangar Echo · Silver Tick,Mech & Pilot,Feminine,3,Neutral,Tick,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a silvery, androgynous register, carried on clipped, efficient bursts. Ends commands on a downward knife-edge. Something far away listens through the voice."
860,Hangar Echo · Silver Burst,Mech & Pilot,Feminine,4,Neutral,Burst,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a silvery, androgynous register, carried on explosive, hard-hitting bursts. Speaks in perfectly even bars, never stressing a single word. Underneath the noise, there is warmth that sneaks up on you."
861,Hangar Echo · Silver Pulse,Mech & Pilot,Feminine,4,Neutral,Pulse,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Spends words like coins — brief and exact. A quiet current of menace runs beneath the polish."
862,Hangar Echo · Husk Measure,Mech & Pilot,Feminine,4,Low,Measure,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a husky, intimate register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Zero malice — just pure, uncomplicated joy."
863,Hangar Echo · Husk Tick,Mech & Pilot,Feminine,3,Low,Tick,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a husky, intimate register, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. Old grief pressed flat beneath the calm."
864,Hangar Echo · Husk Burst,Mech & Pilot,Feminine,4,Low,Burst,no,"Adult woman. Mission control incarnate: calm, exact, and she has talked every pilot home. The voice is a husky, intimate register, carried on explosive, hard-hitting bursts. Spends words like coins — brief and exact. Curiosity always wins over caution."
865,Ignition Sequence,Mech & Pilot,Feminine,5,High,Measure,yes,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Wonder leaks through every other line."
866,Ignition Sequence · Silver Pulse,Mech & Pilot,Feminine,3,Neutral,Pulse,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Speaks in perfectly even bars, never stressing a single word. Something far away listens through the voice."
867,Ignition Sequence · Husk Measure,Mech & Pilot,Feminine,4,Low,Measure,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a husky, intimate register, carried on measured, deliberate beats. Spends words like coins — brief and exact. Underneath the noise, there is warmth that sneaks up on you."
868,Ignition Sequence · Husk Tick,Mech & Pilot,Feminine,4,Low,Tick,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a husky, intimate register, carried on clipped, efficient bursts. Ends commands on a downward knife-edge. A quiet current of menace runs beneath the polish."
869,Ignition Sequence · Husk Burst,Mech & Pilot,Feminine,4,Low,Burst,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a husky, intimate register, carried on explosive, hard-hitting bursts. Speaks in perfectly even bars, never stressing a single word. Zero malice — just pure, uncomplicated joy."
870,Ignition Sequence · Husk Pulse,Mech & Pilot,Feminine,3,Low,Pulse,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Spends words like coins — brief and exact. Old grief pressed flat beneath the calm."
871,Ignition Sequence · Crystal Measure,Mech & Pilot,Feminine,4,High,Measure,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Curiosity always wins over caution."
872,Ignition Sequence · Crystal Tick,Mech & Pilot,Feminine,4,High,Tick,no,"Teenage girl. An eager rookie pilot reading checklists like incantations that summon giant robots. The voice is a crisp, glass-clear register, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. The patience of someone who has waited centuries."
873,Zero-G Lament,Mech & Pilot,Masculine,5,High,Measure,yes,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. Something far away listens through the voice."
874,Zero-G Lament · Husk Burst,Mech & Pilot,Masculine,4,Low,Burst,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a husky, intimate register, carried on explosive, hard-hitting bursts. Ends commands on a downward knife-edge. Underneath the noise, there is warmth that sneaks up on you."
875,Zero-G Lament · Husk Pulse,Mech & Pilot,Masculine,4,Low,Pulse,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Speaks in perfectly even bars, never stressing a single word. A quiet current of menace runs beneath the polish."
876,Zero-G Lament · Crystal Measure,Mech & Pilot,Masculine,4,High,Measure,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a crisp, glass-clear register, carried on measured, deliberate beats. Spends words like coins — brief and exact. Zero malice — just pure, uncomplicated joy."
877,Zero-G Lament · Crystal Tick,Mech & Pilot,Masculine,3,High,Tick,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a crisp, glass-clear register, carried on clipped, efficient bursts. Ends commands on a downward knife-edge. Old grief pressed flat beneath the calm."
878,Zero-G Lament · Crystal Burst,Mech & Pilot,Masculine,4,High,Burst,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a crisp, glass-clear register, carried on explosive, hard-hitting bursts. Speaks in perfectly even bars, never stressing a single word. Curiosity always wins over caution."
879,Zero-G Lament · Crystal Pulse,Mech & Pilot,Masculine,4,High,Pulse,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Spends words like coins — brief and exact. The patience of someone who has waited centuries."
880,Zero-G Lament · Resonant Measure,Mech & Pilot,Masculine,3,Deep,Measure,no,"Adult man. A spaced-out veteran who talks slow because out there, everything is far away. The voice is a deep, resonant chest register, carried on measured, deliberate beats. Ends commands on a downward knife-edge. A temper banked like coals — not out, never out."
881,Lark String,Bard & Musician,Feminine,5,Mid,Lilt,yes,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Underneath the noise, there is warmth that sneaks up on you."
882,Lark String · Silver Lilt,Bard & Musician,Feminine,3,Neutral,Lilt,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a silvery, androgynous register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. A quiet current of menace runs beneath the polish."
883,Lark String · Silver Lounge,Bard & Musician,Feminine,4,Neutral,Lounge,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a silvery, androgynous register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Zero malice — just pure, uncomplicated joy."
884,Lark String · Silver Tale,Bard & Musician,Feminine,4,Neutral,Tale,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a silvery, androgynous register, carried on rolling, storytelling swells. Hums a little tune while thinking. Old grief pressed flat beneath the calm."
885,Lark String · Bell Lilt,Bard & Musician,Feminine,4,High,Lilt,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Curiosity always wins over caution."
886,Lark String · Bell Lounge,Bard & Musician,Feminine,3,High,Lounge,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a rich, bell-like register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. The patience of someone who has waited centuries."
887,Lark String · Bell Tale,Bard & Musician,Feminine,4,High,Tale,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a rich, bell-like register, carried on rolling, storytelling swells. Hums a little tune while thinking. A temper banked like coals — not out, never out."
888,Lark String · Reed Lilt,Bard & Musician,Feminine,4,Mid,Lilt,no,"Young woman. A lyrical wanderer who half-sings the transitions between topics. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Kindness delivered like a favor you cannot refuse."
889,Tavern Round,Bard & Musician,Masculine,5,Mid,Lilt,yes,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. A quiet current of menace runs beneath the polish."
890,Tavern Round · Bell Lilt,Bard & Musician,Masculine,4,High,Lilt,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Zero malice — just pure, uncomplicated joy."
891,Tavern Round · Bell Lounge,Bard & Musician,Masculine,4,High,Lounge,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a rich, bell-like register, carried on a languid, lounging drawl. Trails off mid-thought, then blurts the punchline. Old grief pressed flat beneath the calm."
892,Tavern Round · Bell Tale,Bard & Musician,Masculine,4,High,Tale,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a rich, bell-like register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Curiosity always wins over caution."
893,Tavern Round · Reed Lilt,Bard & Musician,Masculine,3,Mid,Lilt,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. The patience of someone who has waited centuries."
894,Tavern Round · Reed Lounge,Bard & Musician,Masculine,4,Mid,Lounge,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a reedy, nasal register, carried on a languid, lounging drawl. Trails off mid-thought, then blurts the punchline. A temper banked like coals — not out, never out."
895,Tavern Round · Reed Tale,Bard & Musician,Masculine,4,Mid,Tale,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a reedy, nasal register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Kindness delivered like a favor you cannot refuse."
896,Tavern Round · Honey Lilt,Bard & Musician,Masculine,3,Mid,Lilt,no,"Adult man. A robust performer whose voice is built for choruses, toasts, and last calls. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Wonder leaks through every other line."
897,Verse Weaver,Bard & Musician,Androgynous,5,Mid,Lilt,yes,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Zero malice — just pure, uncomplicated joy."
898,Verse Weaver · Reed Lilt,Bard & Musician,Androgynous,4,Mid,Lilt,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Sighs theatrically before every complaint. Old grief pressed flat beneath the calm."
899,Verse Weaver · Reed Lounge,Bard & Musician,Androgynous,4,Mid,Lounge,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a reedy, nasal register, carried on a languid, lounging drawl. Hums a little tune while thinking. Curiosity always wins over caution."
900,Verse Weaver · Reed Tale,Bard & Musician,Androgynous,3,Mid,Tale,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a reedy, nasal register, carried on rolling, storytelling swells. Trails off mid-thought, then blurts the punchline. The patience of someone who has waited centuries."
901,Verse Weaver · Honey Lilt,Bard & Musician,Androgynous,4,Mid,Lilt,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Sighs theatrically before every complaint. A temper banked like coals — not out, never out."
902,Verse Weaver · Honey Lounge,Bard & Musician,Androgynous,4,Mid,Lounge,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a warm, honeyed mid register, carried on a languid, lounging drawl. Hums a little tune while thinking. Kindness delivered like a favor you cannot refuse."
903,Verse Weaver · Honey Tale,Bard & Musician,Androgynous,3,Mid,Tale,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a warm, honeyed mid register, carried on rolling, storytelling swells. Trails off mid-thought, then blurts the punchline. Wonder leaks through every other line."
904,Verse Weaver · Resonant Lilt,Bard & Musician,Androgynous,4,Deep,Lilt,no,"Androgynous ageless traveler. A poetic wanderer who speaks in meter and rhymes more than strictly necessary. The voice is a deep, resonant chest register, carried on a bouncy, sing-song lilt. Sighs theatrically before every complaint. Something far away listens through the voice."
905,Fiddle Flame,Bard & Musician,Feminine,5,Mid,Lilt,yes,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Old grief pressed flat beneath the calm."
906,Fiddle Flame · Honey Lilt,Bard & Musician,Feminine,4,Mid,Lilt,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Curiosity always wins over caution."
907,Fiddle Flame · Honey Lounge,Bard & Musician,Feminine,3,Mid,Lounge,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a warm, honeyed mid register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. The patience of someone who has waited centuries."
908,Fiddle Flame · Honey Tale,Bard & Musician,Feminine,4,Mid,Tale,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a warm, honeyed mid register, carried on rolling, storytelling swells. Hums a little tune while thinking. A temper banked like coals — not out, never out."
909,Fiddle Flame · Resonant Lilt,Bard & Musician,Feminine,4,Deep,Lilt,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a deep, resonant chest register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Kindness delivered like a favor you cannot refuse."
910,Fiddle Flame · Resonant Lounge,Bard & Musician,Feminine,3,Deep,Lounge,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a deep, resonant chest register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Wonder leaks through every other line."
911,Fiddle Flame · Resonant Tale,Bard & Musician,Feminine,4,Deep,Tale,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a deep, resonant chest register, carried on rolling, storytelling swells. Hums a little tune while thinking. Something far away listens through the voice."
912,Fiddle Flame · Silver Lilt,Bard & Musician,Feminine,4,Neutral,Lilt,no,"Teenage girl. A fiery fiddler whose tempo and temper share a metronome. The voice is a silvery, androgynous register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Underneath the noise, there is warmth that sneaks up on you."
913,Harp Dusk,Bard & Musician,Feminine,5,Mid,Lilt,yes,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Curiosity always wins over caution."
914,Harp Dusk · Resonant Lilt,Bard & Musician,Feminine,3,Deep,Lilt,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a deep, resonant chest register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. The patience of someone who has waited centuries."
915,Harp Dusk · Resonant Lounge,Bard & Musician,Feminine,4,Deep,Lounge,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a deep, resonant chest register, carried on a languid, lounging drawl. Trails off mid-thought, then blurts the punchline. A temper banked like coals — not out, never out."
916,Harp Dusk · Resonant Tale,Bard & Musician,Feminine,4,Deep,Tale,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a deep, resonant chest register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Kindness delivered like a favor you cannot refuse."
917,Harp Dusk · Silver Lilt,Bard & Musician,Feminine,3,Neutral,Lilt,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a silvery, androgynous register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. Wonder leaks through every other line."
918,Harp Dusk · Silver Lounge,Bard & Musician,Feminine,4,Neutral,Lounge,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a silvery, androgynous register, carried on a languid, lounging drawl. Trails off mid-thought, then blurts the punchline. Something far away listens through the voice."
919,Harp Dusk · Silver Tale,Bard & Musician,Feminine,4,Neutral,Tale,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a silvery, androgynous register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Underneath the noise, there is warmth that sneaks up on you."
920,Harp Dusk · Bell Lilt,Bard & Musician,Feminine,3,High,Lilt,no,"Elder woman. A graceful court harpist whose ballads remember what the kingdom forgets. The voice is a rich, bell-like register, carried on a bouncy, sing-song lilt. Hums a little tune while thinking. A quiet current of menace runs beneath the polish."
921,Pint-size Professor,Child Prodigy,Feminine,5,High,Dash,yes,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. The patience of someone who has waited centuries."
922,Pint-size Professor · Bell Pause,Child Prodigy,Feminine,4,High,Pause,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a rich, bell-like register, carried on hesitant, careful steps. Carries an audible smile through half the lines. A temper banked like coals — not out, never out."
923,Pint-size Professor · Reed Dash,Child Prodigy,Feminine,3,Mid,Dash,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a reedy, nasal register, carried on rapid-fire, excitable delivery. Pitch lifts whenever something fascinates them. Kindness delivered like a favor you cannot refuse."
924,Pint-size Professor · Reed Lilt,Child Prodigy,Feminine,4,Mid,Lilt,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a reedy, nasal register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Wonder leaks through every other line."
925,Pint-size Professor · Reed Pause,Child Prodigy,Feminine,4,Mid,Pause,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a reedy, nasal register, carried on hesitant, careful steps. Trails off mid-thought, then blurts the punchline. Something far away listens through the voice."
926,Pint-size Professor · Sunbeam Dash,Child Prodigy,Feminine,3,High,Dash,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Carries an audible smile through half the lines. Underneath the noise, there is warmth that sneaks up on you."
927,Pint-size Professor · Sunbeam Lilt,Child Prodigy,Feminine,4,High,Lilt,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Pitch lifts whenever something fascinates them. A quiet current of menace runs beneath the polish."
928,Pint-size Professor · Sunbeam Pause,Child Prodigy,Feminine,4,High,Pause,no,"Child girl. A tiny lecturer with big glasses and peer-reviewed opinions about breakfast. The voice is a bright, airy high register, carried on hesitant, careful steps. Giggles mid-sentence and restarts with double the energy. Zero malice — just pure, uncomplicated joy."
929,Pocket Tactician,Child Prodigy,Masculine,5,High,Dash,yes,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. A temper banked like coals — not out, never out."
930,Pocket Tactician · Reed Pause,Child Prodigy,Masculine,3,Mid,Pause,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a reedy, nasal register, carried on hesitant, careful steps. Giggles mid-sentence and restarts with double the energy. Kindness delivered like a favor you cannot refuse."
931,Pocket Tactician · Sunbeam Dash,Child Prodigy,Masculine,4,High,Dash,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Trails off mid-thought, then blurts the punchline. Wonder leaks through every other line."
932,Pocket Tactician · Sunbeam Lilt,Child Prodigy,Masculine,4,High,Lilt,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a bright, airy high register, carried on a bouncy, sing-song lilt. Carries an audible smile through half the lines. Something far away listens through the voice."
933,Pocket Tactician · Sunbeam Pause,Child Prodigy,Masculine,3,High,Pause,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a bright, airy high register, carried on hesitant, careful steps. Pitch lifts whenever something fascinates them. Underneath the noise, there is warmth that sneaks up on you."
934,Pocket Tactician · Wisp Dash,Child Prodigy,Masculine,4,Soft,Dash,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a light, breathy register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. A quiet current of menace runs beneath the polish."
935,Pocket Tactician · Wisp Lilt,Child Prodigy,Masculine,4,Soft,Lilt,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a light, breathy register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Zero malice — just pure, uncomplicated joy."
936,Pocket Tactician · Wisp Pause,Child Prodigy,Masculine,3,Soft,Pause,no,"Child boy. A miniature strategist narrating playground politics like a war room. The voice is a light, breathy register, carried on hesitant, careful steps. Carries an audible smile through half the lines. Old grief pressed flat beneath the calm."
937,Starry Pupil,Child Prodigy,Feminine,5,High,Dash,yes,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a bright, airy high register, carried on rapid-fire, excitable delivery. Giggles mid-sentence and restarts with double the energy. Kindness delivered like a favor you cannot refuse."
938,Starry Pupil · Sunbeam Pause,Child Prodigy,Feminine,4,High,Pause,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a bright, airy high register, carried on hesitant, careful steps. Carries an audible smile through half the lines. Wonder leaks through every other line."
939,Starry Pupil · Wisp Dash,Child Prodigy,Feminine,4,Soft,Dash,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a light, breathy register, carried on rapid-fire, excitable delivery. Pitch lifts whenever something fascinates them. Something far away listens through the voice."
940,Starry Pupil · Wisp Lilt,Child Prodigy,Feminine,3,Soft,Lilt,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a light, breathy register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Underneath the noise, there is warmth that sneaks up on you."
941,Starry Pupil · Wisp Pause,Child Prodigy,Feminine,4,Soft,Pause,no,"Child girl. A wide-eyed wonder-generator who asks follow-up questions until sunset. The voice is a light, breathy register, carried on hesitant, careful steps. Trails off mid-thought, then blurts the punchline. A quiet current of menace runs beneath the polish."
